LASID,IBSubjectID,Category,Predicted grade,Grade,Scaled Total
20208391,ENGLHL,DIPLOMA,3,4,49
20208391,SPANSL,DIPLOMA,5,5,67
20206407,HISTHL,DIPLOMA,5,4,39
20206407,SPANSL,DIPLOMA,3,4,42
20206407,THEAHL,DIPLOMA,4,4,46
20206407,MATHSL,DIPLOMA,5,5,53
20206407,ENGLHL,DIPLOMA,5,4,56
20206227,MATHSL,DIPLOMA,3,4,38
20206227,HISTHL,DIPLOMA,4,4,42
20206227,PSYCHL,DIPLOMA,5,4,43
20206227,ENGLHL,DIPLOMA,4,4,55
20206227,SPANSL,DIPLOMA,4,5,56
20205333,THEAHL,DIPLOMA,7,5,52
20205333,HISTHL,DIPLOMA,5,6,56
20205333,MATHSL,DIPLOMA,6,6,66
20205333,ENGLHL,DIPLOMA,6,6,72
20205333,SPANSL,DIPLOMA,6,6,75
20201551,MATHSL,DIPLOMA,3,3,37
20201551,SPANSL,DIPLOMA,3,4,50
20201551,PSYCHL,DIPLOMA,5,6,52
20201551,ENGLHL,DIPLOMA,5,5,58
20201551,HISTHL,DIPLOMA,6,6,59
20201489,PHYSSL,DIPLOMA,3,4,32
20201489,MATHSL,DIPLOMA,3,3,35
20201489,PSYCHL,DIPLOMA,5,5,48
20201489,HISTHL,DIPLOMA,6,5,53
20201489,FRENSL,DIPLOMA,5,5,57
20201489,ENGLHL,DIPLOMA,5,5,67
20201479,MATHSL,DIPLOMA,3,3,34
20201479,ENGLHL,DIPLOMA,3,3,43
20201479,PSYCHL,DIPLOMA,4,4,43
20201479,HISTHL,DIPLOMA,5,4,46
20201479,SPANSL,DIPLOMA,4,4,51
20201451,PHYSSL,DIPLOMA,3,3,29
20201451,MATHSL,DIPLOMA,3,4,40
20201451,HISTHL,DIPLOMA,4,4,42
20201451,PSYCHL,DIPLOMA,5,6,52
20201451,FRENSL,DIPLOMA,5,5,55
20201451,ENGLHL,DIPLOMA,4,5,59
20201425,HISTHL,DIPLOMA,5,5,52
20201425,PSYCHL,DIPLOMA,6,6,59
20201425,ENGLHL,DIPLOMA,5,5,67
20201425,MATHSL,DIPLOMA,6,6,69
20201425,SPANSL,DIPLOMA,6,6,80
20201371,PHYSSL,DIPLOMA,3,3,28
20201371,MATHSL,DIPLOMA,4,3,42
20201371,HISTHL,DIPLOMA,5,5,52
20201371,PSYCHL,DIPLOMA,5,6,52
20201371,ENGLHL,DIPLOMA,5,6,70
20201371,FRENSL,DIPLOMA,6,6,70
20201241,FRENSL,DIPLOMA,4,4,43
20201241,THEAHL,DIPLOMA,5,4,48
20201241,MATHSL,DIPLOMA,4,5,49
20201241,HISTHL,DIPLOMA,5,5,53
20201241,ENGLHL,DIPLOMA,6,5,65
20201225,MATHSL,DIPLOMA,3,3,34
20201225,PHYSSL,DIPLOMA,4,4,36
20201225,THEAHL,DIPLOMA,5,4,44
20201225,HISTHL,DIPLOMA,4,4,45
20201225,FRENSL,DIPLOMA,5,5,59
20201225,ENGLHL,DIPLOMA,5,5,62
20201109,MATHSL,DIPLOMA,3,3,34
20201109,HISTHL,DIPLOMA,5,5,48
20201109,ENGLHL,DIPLOMA,4,4,53
20201109,PSYCHL,DIPLOMA,5,6,54
20201109,SPANSL,DIPLOMA,6,6,69
20200943,PHYSSL,DIPLOMA,5,5,47
20200943,PSYCHL,DIPLOMA,6,6,56
20200943,MATHSL,DIPLOMA,5,5,56
20200943,HISTHL,DIPLOMA,6,6,59
20200943,FRENSL,DIPLOMA,5,5,60
20200943,ENGLHL,DIPLOMA,6,6,75
20238772,CHEMSL,ANTICIPATED,2,2,14
20238824,CHEMSL,ANTICIPATED,3,2,22
20238695,CHEMSL,ANTICIPATED,2,3,24
20238699,CHEMSL,ANTICIPATED,3,3,25
20236049,CHEMSL,ANTICIPATED,2,3,25
20236101,CHEMSL,ANTICIPATED,2,3,25
20238875,CHEMSL,ANTICIPATED,3,3,28
20238867,CHEMSL,ANTICIPATED,2,3,28
20231367,CHEMSL,ANTICIPATED,3,3,29
20225082,MATHSL,DIPLOMA,3,4,29
20225082,PSYCHL,DIPLOMA,3,4,31
20238883,CHEMSL,ANTICIPATED,3,3,32
20228492,SPANSL,DIPLOMA,5,4,33
20226391,SPANSL,DIPLOMA,3,4,38
20221493,PSYCHL,DIPLOMA,3,4,38
20238707,CHEMSL,ANTICIPATED,3,4,38
20231139,CHEMSL,ANTICIPATED,4,4,38
20226454,PSYCHL,COURSE,3,4,39
20226454,MATHSL,COURSE,3,5,39
20226262,SPANSL,DIPLOMA,5,5,41
20231563,CHEMSL,ANTICIPATED,4,4,41
20225082,SPANSL,DIPLOMA,4,5,42
20225229,PSYCHL,DIPLOMA,5,5,42
20228555,MATHSL,DIPLOMA,3,5,42
20228493,MATHSL,DIPLOMA,4,5,43
20225082,HISTHL,DIPLOMA,3,5,47
20228555,FRENSL,DIPLOMA,5,5,49
20228493,SPANSL,DIPLOMA,4,5,49
20226583,PSYCHL,DIPLOMA,4,5,49
20238884,CHEMSL,ANTICIPATED,3,5,49
20228433,HISTHL,DIPLOMA,3,5,50
20225082,ENGLHL,DIPLOMA,3,4,51
20228433,SPANSL,DIPLOMA,5,5,51
20231567,CHEMSL,ANTICIPATED,3,5,51
20228433,MATHSL,DIPLOMA,4,6,51
20221490,MATHSL,DIPLOMA,6,6,53
20226454,HISTHL,COURSE,3,5,54
20226391,HISTHL,DIPLOMA,5,5,54
20228492,PSYCHL,DIPLOMA,5,6,54
20228492,MATHSL,DIPLOMA,5,6,54
20226454,SPANSL,COURSE,3,5,55
20228555,HISTHL,DIPLOMA,4,5,55
20221493,MATHSL,DIPLOMA,5,6,55
20226583,MATHSL,DIPLOMA,4,6,55
20228492,ENGLHL,DIPLOMA,5,5,56
20226583,HISTHL,DIPLOMA,4,5,56
20238765,CHEMSL,ANTICIPATED,4,5,56
20226262,HISTHL,DIPLOMA,5,5,57
20226454,ENGLHL,COURSE,3,5,58
20225229,ENGLHL,DIPLOMA,4,5,58
20228433,ENGLHL,DIPLOMA,4,5,58
20221493,HISTHL,DIPLOMA,4,5,58
20228555,PSYCHL,DIPLOMA,6,6,58
20226262,MATHSL,DIPLOMA,5,6,58
20225229,MATHSL,DIPLOMA,5,6,58
20228433,PSYCHL,DIPLOMA,4,6,60
20228493,ENGLHL,DIPLOMA,5,5,61
20226262,ENGLHL,DIPLOMA,6,5,61
20228555,ENGLHL,DIPLOMA,5,5,61
20231567,FRENSL,ANTICIPATED,5,5,61
20228493,PSYCHL,DIPLOMA,5,6,61
20221490,PSYCHL,DIPLOMA,5,6,61
20226583,ENGLHL,DIPLOMA,5,5,62
20226391,PSYCHL,DIPLOMA,6,6,62
20226583,SPANSL,DIPLOMA,5,6,63
20221493,ENGLHL,DIPLOMA,5,5,64
20228492,HISTHL,DIPLOMA,5,6,64
20225229,HISTHL,DIPLOMA,4,6,64
20226262,PSYCHL,DIPLOMA,6,6,64
20231563,SPANSL,ANTICIPATED,7,6,67
20231139,FRENSL,ANTICIPATED,6,6,68
20238795,CHEMSL,ANTICIPATED,3,6,68
20226391,ENGLHL,DIPLOMA,6,6,69
20225229,SPANSL,DIPLOMA,4,6,69
20228493,HISTHL,DIPLOMA,4,6,70
20221490,HISTHL,DIPLOMA,5,6,70
20221490,ENGLHL,DIPLOMA,5,6,71
20226391,MATHSL,DIPLOMA,5,7,71
