LASID,Graduation Year,IBAssessmentID,Raw mark,Moderated mark,Scaled mark,Component grade
20194076,2019,PSYCHL2,,30,13.636,5
20194076,2019,PSYCHL3,,12,10,4
20194076,2019,PSYCHLIA,17,11,10,4
20194076,2019,SPANSL1,,32,17.778,5
20194076,2019,SPANSL2,,18,18,6
20194076,2019,SPANSLIA,28,28,28,7
20194076,2019,SPANSLWRI,,18,15,6
20194076,2019,THEOTKPRES,6,4,4,C
20194076,2019,THEOTKPT,,4,8,C
20195043,2019,CHEMSL2,,11,8.8,2
20195043,2019,CHEMSL3,,4,2.286,1
20195043,2019,CHEMSLMCQ,,13,8.667,3
20195043,2019,CHEMSLPRA,10,9,7.5,3
20195043,2019,ENGLHL1,,13,13,5
20195043,2019,ENGLHL2,,17,17,6
20195043,2019,ENGLHLIA,23,21,21,5
20195043,2019,ENGLHLWRI,,14,14,4
20195043,2019,HISTHL1,,14,11.667,5
20195043,2019,HISTHL2,,16,13.333,5
20195043,2019,HISTHL3,,21,16.333,4
20195043,2019,HISTHLIA,17,13,10.4,5
20195043,2019,MATHSL1,,23,10.222,3
20195043,2019,MATHSL2,,30,13.333,3
20195043,2019,MATHSLEXP,10,10,10,4
20195043,2019,PSYCHL1,,18,14.694,4
20195043,2019,PSYCHL2,,33,15,6
20195043,2019,PSYCHL3,,10,8.333,4
20195043,2019,PSYCHLIA,14,10,9.091,4
20195043,2019,SPANSL1,,41,22.778,7
20195043,2019,SPANSL2,,14,14,5
20195043,2019,SPANSLIA,27,27,27,7
20195043,2019,SPANSLWRI,,22,18.333,7
20195043,2019,THEOTKPRES,7,5,5,C
20195043,2019,THEOTKPT,,5,10,C
20195145,2019,CHEMSL2,,9,7.2,2
20195145,2019,CHEMSL3,,7,4,2
20195145,2019,CHEMSLMCQ,,12,8,3
20195145,2019,CHEMSLPRA,12,9,7.5,3
20195145,2019,ENGLHL1,,9,9,4
20195145,2019,ENGLHL2,,15,15,5
20195145,2019,ENGLHLIA,23,21,21,5
20195145,2019,ENGLHLWRI,,14,14,4
20195145,2019,FRENSL1,,18,10,3
20195145,2019,FRENSL2,,13,13,4
20195145,2019,FRENSLIA,25,20,20,5
20195145,2019,FRENSLWRI,,20,16.667,6
20195145,2019,HISTHL1,,10,8.333,4
20195145,2019,HISTHL2,,7,5.833,2
20195145,2019,HISTHL3,,12,9.333,3
20195145,2019,HISTHLIA,14,11,8.8,4
20195145,2019,MATHSL1,,12,5.333,2
20195145,2019,MATHSL2,,38,16.889,3
20195145,2019,MATHSLEXP,7,7,7,3
20195145,2019,PSYCHL1,,14,11.429,4
20195145,2019,PSYCHL2,,17,7.727,3
20195145,2019,PSYCHL3,,9,7.5,3
20195145,2019,PSYCHLIA,13,10,9.091,4
20195145,2019,THEOTKPRES,6,4,4,C
20195145,2019,THEOTKPT,,2,4,D
20196333,2019,CHEMSL2,,14,11.2,2
20196333,2019,CHEMSL3,,4,2.286,1
20196333,2019,CHEMSLMCQ,,9,6,2
20196333,2019,CHEMSLPRA,12,9,7.5,3
20196333,2019,ENGLHL1,,14,14,6
20196333,2019,ENGLHL2,,13,13,5
20196333,2019,ENGLHLIA,27,24,24,6
20196333,2019,ENGLHLWRI,,18,18,5
20196333,2019,FRENSL1,,15,8.333,3
20196333,2019,FRENSL2,,9,9,3
20196333,2019,FRENSLIA,21,14,14,4
20196333,2019,FRENSLWRI,,24,20,7
20196333,2019,HISTHL1,,13,10.833,5
20196333,2019,HISTHL2,,9,7.5,3
20196333,2019,HISTHL3,,24,18.667,5
20196333,2019,HISTHLIA,18,13,10.4,5
20196333,2019,MATHSL1,,22,9.778,3
20196333,2019,MATHSL2,,30,13.333,3
20196333,2019,MATHSLEXP,9,9,9,4
20196333,2019,PSYCHL1,,11,8.98,3
20196333,2019,PSYCHL2,,24,10.909,4
20196333,2019,PSYCHL3,,12,10,4
20196333,2019,PSYCHLIA,14,10,9.091,4
20196333,2019,THEOTKPRES,7,5,5,C
20196333,2019,THEOTKPT,,8,16,A
20200943,2020,ENGLHLIA,28,23,38.333,6
20200943,2020,ENGLHLWRI,,20,40,6
20200943,2020,FRENSLIA,,20,66.667,5
20200943,2020,HISTHLIA,,17,68,6
20200943,2020,MATHSLEXP,,11,55,4
20200943,2020,PHYSSLPRA,,16,66.667,5
20200943,2020,PSYCHLIA,,14,63.636,6
20200943,2020,THEOTKPRES,7,5,5,C
20200943,2020,THEOTKPT,,6,12,B
20201109,2020,CHEMISTRY,,11,7.333,3
20201109,2020,CHEMSL2,,14,11.2,2
20201109,2020,CHEMSL3,,9,5.143,2
20201109,2020,CHEMSLPRA,11,9,7.5,3
20201109,2020,ENGLHLIA,17,17,28.333,4
20201109,2020,ENGLHLWRI,,11,22,3
20201109,2020,HISTHLIA,,11,44,4
20201109,2020,MATHSLEXP,,6,30,3
20201109,2020,PSYCHLIA,,15,68.182,6
20201109,2020,SPANSLIA,,20,66.667,5
20201109,2020,THEOTKPRES,7,5,5,C
20201109,2020,THEOTKPT,,4,8,C
20201225,2020,ENGLHLIA,23,20,33.333,5
20201225,2020,ENGLHLWRI,,14,28,4
20201225,2020,FRENSLIA,,19,63.333,5
20201225,2020,HISTHLIA,,11,44,4
20201225,2020,MATHSLEXP,,6,30,3
20201225,2020,PHYSSLPRA,,11,45.833,4
20201225,2020,THEAHLCP,24,18,14.063,5
20201225,2020,THEAHLDN,,6,3.75,3
20201225,2020,THEAHLRP,,14,8.75,4
20201225,2020,THEAHLSTP,,16,17.5,4
20201225,2020,THEOTKPRES,6,4,4,C
20201225,2020,THEOTKPT,,4,8,C
20201241,2020,CHEMSL2,,18,14.4,3
20201241,2020,CHEMSL3,,13,7.429,3
20201241,2020,CHEMSLMCQ,,13,8.667,3
20201241,2020,CHEMSLPRA,14,11,9.167,4
20201241,2020,ENGLHLIA,26,22,36.667,6
20201241,2020,ENGLHLWRI,,13,26,4
20201241,2020,FRENSLIA,,12,40,3
20201241,2020,HISTHLIA,,15,60,5
20201241,2020,MATHSLEXP,,12,60,5
20201241,2020,THEAHLCP,24,18,14.063,5
20201241,2020,THEAHLDN,,11,6.875,4
20201241,2020,THEAHLRP,,21,13.125,6
20201241,2020,THEAHLSTP,,13,14.219,4
20201241,2020,THEOTKPRES,7,5,5,C
20201241,2020,THEOTKPT,,5,10,C
20201371,2020,ENGLHLIA,26,22,36.667,6
20201371,2020,ENGLHLWRI,,18,36,5
20201371,2020,FRENSLIA,,23,76.667,6
20201371,2020,HISTHLIA,,14,56,5
20201371,2020,MATHSLEXP,,6,30,3
20201371,2020,PHYSSLPRA,,9,37.5,3
20201371,2020,PSYCHLIA,,14,63.636,6
20201371,2020,THEOTKPRES,7,5,5,C
20201371,2020,THEOTKPT,,8,16,A
20201425,2020,CHEMSL2,,30,24,5
20201425,2020,CHEMSL3,,19,10.857,5
20201425,2020,CHEMSLMCQ,,22,14.667,6
20201425,2020,CHEMSLPRA,16,12,10,4
20201425,2020,ENGLHLIA,23,20,33.333,5
20201425,2020,ENGLHLWRI,,18,36,5
20201425,2020,HISTHLIA,,14,56,5
20201425,2020,MATHSLEXP,,16,80,6
20201425,2020,PSYCHLIA,,16,72.727,6
20201425,2020,SPANSLIA,,26,86.667,6
20201425,2020,THEOTKPRES,6,4,4,C
20201425,2020,THEOTKPT,,2,4,D
20201451,2020,ENGLHLIA,17,17,28.333,4
20201451,2020,ENGLHLWRI,,16,32,5
20201451,2020,FRENSLIA,,17,56.667,4
20201451,2020,HISTHLIA,,9,36,4
20201451,2020,MATHSLEXP,,11,55,4
20201451,2020,PHYSSLPRA,,10,41.667,3
20201451,2020,PSYCHLIA,,14,63.636,6
20201451,2020,THEOTKPRES,6,4,4,C
20201451,2020,THEOTKPT,,4,8,C
20201479,2020,CHEMSL2,,8,6.4,2
20201479,2020,CHEMSL3,,11,6.286,3
20201479,2020,CHEMSLMCQ,,15,10,4
20201479,2020,CHEMSLPRA,6,5,4.167,2
20201479,2020,ENGLHLIA,13,14,23.333,4
20201479,2020,ENGLHLWRI,,8,16,2
20201479,2020,HISTHLIA,,9,36,4
20201479,2020,MATHSLEXP,,6,30,3
20201479,2020,PSYCHLIA,,11,50,4
20201479,2020,SPANSLIA,,14,46.667,4
20201479,2020,THEOTKPRES,5,2,2,D
20201479,2020,THEOTKPT,,3,6,D
20201489,2020,ENGLHLIA,25,21,35,5
20201489,2020,ENGLHLWRI,,17,34,5
20201489,2020,FRENSLIA,,18,60,5
20201489,2020,HISTHLIA,,12,48,4
20201489,2020,MATHSLEXP,,7,35,3
20201489,2020,PHYSSLPRA,,13,54.167,4
20201489,2020,PSYCHLIA,,12,54.545,5
20201489,2020,THEOTKPRES,5,2,2,D
20201489,2020,THEOTKPT,,3,6,D
20201543,2020,CHEMSL2,,,,N
20201543,2020,CHEMSL3,,,,N
20201543,2020,CHEMSLMCQ,,,,N
20201543,2020,CHEMSLPRA,,,,N
20201551,2020,CHEMSL2,,7,5.6,1
20201551,2020,CHEMSL3,,9,5.143,2
20201551,2020,CHEMSLMCQ,,14,9.333,3
20201551,2020,CHEMSLPRA,10,8,6.667,3
20201551,2020,ENGLHLIA,24,21,35,5
20201551,2020,ENGLHLWRI,,10,20,3
20201551,2020,HISTHLIA,,17,68,6
20201551,2020,MATHSLEXP,,8,40,3
20201551,2020,PSYCHLIA,,14,63.636,6
20201551,2020,SPANSLIA,,16,53.333,4
20201551,2020,THEOTKPRES,7,5,5,C
20201551,2020,THEOTKPT,,4,8,C
20205333,2020,CHEMSL2,,14,11.2,2
20205333,2020,CHEMSL3,,16,9.143,4
20205333,2020,CHEMSLMCQ,,16,10.667,4
20205333,2020,CHEMSLPRA,12,9,7.5,3
20205333,2020,ENGLHLIA,29,24,40,6
20205333,2020,ENGLHLWRI,,16,32,5
20205333,2020,HISTHLIA,,17,68,6
20205333,2020,MATHSLEXP,,13,65,5
20205333,2020,SPANSLIA,,23,76.667,6
20205333,2020,THEAHLCP,25,19,14.844,5
20205333,2020,THEAHLDN,,6,3.75,3
20205333,2020,THEAHLRP,,23,14.375,6
20205333,2020,THEAHLSTP,,17,18.594,5
20205333,2020,THEOTKPRES,7,5,5,C
20205333,2020,THEOTKPT,,4,8,C
20206227,2020,CHEMSL2,,17,13.6,3
20206227,2020,CHEMSL3,,9,5.143,2
20206227,2020,CHEMSLMCQ,,10,6.667,2
20206227,2020,CHEMSLPRA,12,9,7.5,3
20206227,2020,ENGLHLIA,15,15,25,4
20206227,2020,ENGLHLWRI,,15,30,4
20206227,2020,HISTHLIA,,9,36,4
20206227,2020,MATHSLEXP,,9,45,4
20206227,2020,PSYCHLIA,,9,40.909,4
20206227,2020,SPANSLIA,,17,56.667,4
20206227,2020,THEOTKPRES,6,4,4,C
20206227,2020,THEOTKPT,,4,8,C
20206407,2020,CHEMSL2,,19,15.2,3
20206407,2020,CHEMSL3,,14,8,4
20206407,2020,CHEMSLMCQ,,19,12.667,5
20206407,2020,CHEMSLPRA,10,8,6.667,3
20206407,2020,ENGLHLIA,23,20,33.333,5
20206407,2020,ENGLHLWRI,,9,18,2
20206407,2020,HISTHLIA,,4,16,2
20206407,2020,MATHSLEXP,,9,45,4
20206407,2020,SPANSLIA,,11,36.667,3
20206407,2020,THEAHLCP,20,15,11.719,4
20206407,2020,THEAHLDN,,8,5,3
20206407,2020,THEAHLRP,,15,9.375,5
20206407,2020,THEAHLSTP,,18,19.688,5
20206407,2020,THEOTKPRES,5,2,2,D
20206407,2020,THEOTKPT,,4,8,C
20208391,2020,CHEMSL2,,3,2.4,1
20208391,2020,CHEMSL3,,6,3.429,2
20208391,2020,CHEMSLMCQ,,9,6,2
20208391,2020,CHEMSLPRA,7,6,5,2
20208391,2020,ENGLHLIA,13,14,23.333,4
20208391,2020,ENGLHLWRI,,13,26,4
20208391,2020,HISTHLIA,,9,36,4
20208391,2020,MATHSLEXP,,6,30,3
20208391,2020,PSYCHLIA,,8,36.364,3
20208391,2020,SPANSLIA,,21,70,5
20208391,2020,THEOTKPRES,6,4,4,C
20208391,2020,THEOTKPT,,4,8,C
20211121,2021,CHEMSLPRA,,7,29.167,3
20211121,2021,ENGLHLIA,,27,16.875,5
20211121,2021,ENGLHLWRI,,15,18.75,6
20211121,2021,HISTHLIA,,14,11.2,5
20211121,2021,MATHSLEXP,,13,13,5
20211121,2021,PSYCHLIA,,8,10.909,3
20211121,2021,SPANSLIA,,29,96.667,7
20211121,2021,THEOTKPRES,6,6,6,B
20211121,2021,THEOTKPT,,7,14,B
20211281,2021,ENGLHLIA,,20,12.5,4
20211281,2021,ENGLHLWRI,,9,11.25,3
20211281,2021,HISTHLIA,,8,6.4,3
20211281,2021,MATHSLEXP,,11,11,4
20211281,2021,PHYSSLPRA,,7,5.833,3
20211281,2021,PSYCHLIA,,6,8.182,3
20211281,2021,SPANSLIA,,15,15,4
20211281,2021,THEOTKPRES,5,5,5,C
20211281,2021,THEOTKPT,,2,4,D
20213121,2021,CHEMSLPRA,,6,25,2
20213121,2021,ENGLHLIA,,22,13.75,4
20213121,2021,ENGLHLWRI,,9,11.25,3
20213121,2021,HISTHLIA,,8,6.4,3
20213121,2021,MATHSLEXP,,10,10,4
20213121,2021,PSYCHLIA,,7,9.545,3
20213121,2021,SPANSLIA,,23,76.667,6
20213121,2021,THEOTKPRES,3,3,3,D
20213121,2021,THEOTKPT,,2,4,D
20214046,2021,ENGLHLIA,,25,15.625,5
20214046,2021,ENGLHLWRI,,15,18.75,6
20214046,2021,HISTHLIA,,14,11.2,5
20214046,2021,MATHSLEXP,,11,11,4
20214046,2021,PHYSSLPRA,,11,9.167,4
20214046,2021,PSYCHLIA,,9,12.273,4
20214046,2021,SPANSLIA,,25,25,6
20214046,2021,THEOTKPRES,4,4,4,C
20214046,2021,THEOTKPT,,3,6,D
20215258,2021,CHEMSLPRA,,8,33.333,3
20216010,2021,CHEMSLPRA,,7,29.167,3
20216010,2021,ENGLHLIA,,17,10.625,3
20216010,2021,ENGLHLWRI,,8,10,3
20216010,2021,HISTHLIA,,7,5.6,3
20216010,2021,MATHSLEXP,,9,9,4
20216010,2021,PSYCHLIA,,8,10.909,3
20216010,2021,SPANSLIA,,18,18,5
20216010,2021,THEOTKPRES,4,4,4,C
20216010,2021,THEOTKPT,,3,6,D
20216214,2021,CHEMSLPRA,,7,5.833,3
20216214,2021,ENGLHLIA,,26,16.25,5
20216214,2021,ENGLHLWRI,,13,16.25,5
20216214,2021,HISTHLIA,,10,8,4
20216214,2021,MATHSLEXP,,10,10,4
20216214,2021,PSYCHLIA,,9,12.273,4
20216214,2021,SPANSLIA,,20,20,5
20216214,2021,THEOTKPRES,4,4,4,C
20216214,2021,THEOTKPT,,3,6,D
20217117,2021,CHEMSLPRA,,5,20.833,2
20217117,2021,ENGLHLIA,,18,11.25,3
20217117,2021,ENGLHLWRI,,12,15,4
20217117,2021,HISTHLIA,,12,9.6,4
20217117,2021,MATHSLEXP,,6,6,3
20217117,2021,PSYCHLIA,,6,8.182,3
20217117,2021,SPANSLIA,,16,16,5
20217117,2021,THEOTKPRES,4,4,4,C
20217117,2021,THEOTKPT,,3,6,D
20217119,2021,CHEMSLPRA,,6,25,2
20217119,2021,ENGLHLIA,,21,13.125,4
20217119,2021,ENGLHLWRI,,13,16.25,5
20217119,2021,HISTHLIA,,15,12,5
20217119,2021,MATHSLEXP,,8,8,3
20217119,2021,PSYCHLIA,,7,9.545,3
20217119,2021,SPANSLIA,,19,19,5
20217119,2021,THEOTKPRES,4,4,4,C
20217119,2021,THEOTKPT,,4,8,C
20218109,2021,ENGLHLIA,,13,8.125,3
20218109,2021,ENGLHLWRI,,9,11.25,3
20218109,2021,HISTHLIA,,10,8,4
20218109,2021,MATHSLEXP,,9,9,4
20218109,2021,PHYSSLPRA,,7,5.833,3
20218109,2021,PSYCHLIA,,4,5.455,2
20218109,2021,SPANSLIA,,7,7,3
20218109,2021,THEOTKPRES,4,4,4,C
20218109,2021,THEOTKPT,,4,8,C
20218166,2021,CHEMSLPRA,,10,41.667,3
20218166,2021,ENGLHLIA,,35,21.875,7
20218166,2021,ENGLHLWRI,,8,10,3
20218166,2021,HISTHLIA,,12,9.6,4
20218166,2021,MATHSLEXP,,14,14,5
20218166,2021,SPANSLIA,,22,22,6
20218166,2021,THEOTKPRES,4,4,4,C
20218166,2021,THEOTKPT,,7,14,B
20218166,2021,VISUHLCS,,14,6.667,3
20218166,2021,VISUHLEX,25,25,33.333,7
20218166,2021,VISUHLPP,,9,10.588,3
20218170,2021,CHEMSLPRA,,14,11.667,5
20218170,2021,ENGLHLIA,,23,14.375,4
20218170,2021,ENGLHLWRI,,16,20,6
20218170,2021,FRENSLIA,,24,80,6
20218170,2021,HISTHLIA,,6,4.8,3
20218170,2021,MATHHLEXP,,6,6,3
20218170,2021,PSYCHLIA,,11,15,4
20218170,2021,THEOTKPRES,4,4,4,C
20218170,2021,THEOTKPT,,2,4,D
20218179,2021,CHEMSLPRA,,10,41.667,3
20218179,2021,ENGLHLIA,,19,11.875,4
20218179,2021,ENGLHLWRI,,15,18.75,6
20218179,2021,HISTHLIA,,10,8,4
20218179,2021,MATHSLEXP,,12,12,5
20218179,2021,PSYCHLIA,,12,16.364,5
20218179,2021,SPANSLIA,,14,14,4
20218179,2021,THEOTKPRES,4,4,4,C
20218179,2021,THEOTKPT,,4,8,C
20218242,2021,ENGLHLIA,,10,6.25,2
20218242,2021,ENGLHLWRI,,14,17.5,5
20218242,2021,HISTHLIA,,15,12,5
20218242,2021,MATHSLEXP,,9,9,4
20218242,2021,PHYSSLPRA,,9,7.5,3
20218242,2021,PSYCHLIA,,6,8.182,3
20218242,2021,SPANSLIA,,16,16,5
20218242,2021,THEOTKPRES,4,4,4,C
20218242,2021,THEOTKPT,,4,8,C
20221490,2022,CHEMSLPRA,,10,8.333,3
20221490,2022,FRENSLIA,,11,11,4
20221493,2022,CHEMSLPRA,,8,6.667,3
20221493,2022,FRENSLIA,,19,19,5
20225082,2022,CHEMSLPRA,,6,5,2
20225229,2022,CHEMSLPRA,,9,7.5,3
20226262,2022,CHEMSLPRA,,9,7.5,3
20226391,2022,CHEMSLPRA,,15,12.5,5
20226454,2022,CHEMSLPRA,,6,5,2
20226583,2022,CHEMSLPRA,,6,5,2
20228433,2022,CHEMSLPRA,,5,4.167,2
20228490,2022,CHEMSLPRA,,,,N
20228492,2022,CHEMSLPRA,,6,5,2
20228493,2022,CHEMSLPRA,,10,8.333,3
20228555,2022,CHEMSLPRA,,4,3.333,2
20228493,2022,ENGLHLESS,,10,12.5,4
20225229,2022,ENGLHLESS,,12,15,4
20228555,2022,ENGLHLESS,,13,16.25,5
20228433,2022,ENGLHLESS,,10,12.5,4
20226583,2022,ENGLHLESS,,14,17.5,5
20221493,2022,ENGLHLESS,,13,16.25,5
20221490,2022,ENGLHLESS,,16,20,6
20226454,2022,ENGLHLESS,,15,18.75,6
20226391,2022,ENGLHLESS,,12,15,4
20226262,2022,ENGLHLESS,,11,13.75,4
20228492,2022,ENGLHLESS,,14,17.5,5
20225082,2022,ENGLHLESS,,11,13.75,4
20228493,2022,MATHSLEXP,,13,13,5
20225229,2022,MATHSLEXP,,9,9,4
20228555,2022,MATHSLEXP,,9,9,4
20228433,2022,MATHSLEXP,,9,9,4
20226583,2022,MATHSLEXP,,10,10,4
20221493,2022,MATHSLEXP,,12,12,5
20221490,2022,MATHSLEXP,,13,13,5
20226454,2022,MATHSLEXP,,8,8,3
20226391,2022,MATHSLEXP,,13,13,5
20226262,2022,MATHSLEXP,,11,11,4
20228492,2022,MATHSLEXP,,11,11,4
20225082,2022,MATHSLEXP,,8,8,3
20228493,2022,HISTHLIA,,13,10.4,5
20225229,2022,HISTHLIA,,17,13.6,6
20228555,2022,HISTHLIA,,11,8.8,4
20228433,2022,HISTHLIA,,10,8,4
20226583,2022,HISTHLIA,,15,12,5
20221493,2022,HISTHLIA,,14,11.2,5
20221490,2022,HISTHLIA,,17,13.6,6
20226454,2022,HISTHLIA,,10,8,4
20226391,2022,HISTHLIA,,17,13.6,6
20226262,2022,HISTHLIA,,14,11.2,5
20228492,2022,HISTHLIA,,11,8.8,4
20225082,2022,HISTHLIA,,11,8.8,4
20228493,2022,PSYCHLIA,,15,20.455,6
20225229,2022,PSYCHLIA,,14,19.091,6
20228555,2022,PSYCHLIA,,14,19.091,6
20228433,2022,PSYCHLIA,,14,19.091,6
20226583,2022,PSYCHLIA,,14,19.091,6
20221493,2022,PSYCHLIA,,7,9.545,3
20221490,2022,PSYCHLIA,,12,16.364,5
20226454,2022,PSYCHLIA,,7,9.545,3
20226391,2022,PSYCHLIA,,16,21.818,6
20226262,2022,PSYCHLIA,,17,23.182,7
20228492,2022,PSYCHLIA,,13,17.727,5
20225082,2022,PSYCHLIA,,13,17.727,5
20228493,2022,ENGLHLIA,,28,17.5,5
20225229,2022,ENGLHLIA,,24,15,5
20228555,2022,ENGLHLIA,,28,17.5,5
20228433,2022,ENGLHLIA,,21,13.125,4
20226583,2022,ENGLHLIA,,25,15.625,5
20221493,2022,ENGLHLIA,,20,12.5,4
20221490,2022,ENGLHLIA,,23,14.375,4
20226454,2022,ENGLHLIA,,15,9.375,3
20226391,2022,ENGLHLIA,,26,16.25,5
20226262,2022,ENGLHLIA,,20,12.5,4
20228492,2022,ENGLHLIA,,21,13.125,4
20225082,2022,ENGLHLIA,,23,14.375,4
20228555,2022,FRENSLIA,,20,16.667,5
20231567,2022,FRENSLIA,,19,15.833,5
20231139,2022,FRENSLIA,,23,19.167,6
20228493,2022,SPANSLIA,,15,12.5,4
20225229,2022,SPANSLIA,,27,22.5,7
20228433,2022,SPANSLIA,,23,19.167,6
20226583,2022,SPANSLIA,,27,22.5,7
20226454,2022,SPANSLIA,,15,12.5,4
20226391,2022,SPANSLIA,,15,12.5,4
20231563,2022,SPANSLIA,,28,23.333,7
20226262,2022,SPANSLIA,,22,18.333,6
20228492,2022,SPANSLIA,,13,10.833,4
20225082,2022,SPANSLIA,,15,12.5,4
20238707,2022,CHEMSLMCQ,,13,13,4
20238772,2022,CHEMSLMCQ,,7,7,2
20238883,2022,CHEMSLMCQ,,10,10,3
20231367,2022,CHEMSLMCQ,,11,11,3
20238875,2022,CHEMSLMCQ,,,7.687,
20238765,2022,CHEMSLMCQ,,22,22,6
20238795,2022,CHEMSLMCQ,,20,20,6
20238699,2022,CHEMSLMCQ,,15,15,4
20236049,2022,CHEMSLMCQ,,12,12,4
20231567,2022,CHEMSLMCQ,,21,21,6
20231563,2022,CHEMSLMCQ,,16,16,5
20238884,2022,CHEMSLMCQ,,22,22,6
20238695,2022,CHEMSLMCQ,,12,12,4
20236101,2022,CHEMSLMCQ,,9,9,3
20238867,2022,CHEMSLMCQ,,13,13,4
20238824,2022,CHEMSLMCQ,,9,9,3
20231139,2022,CHEMSLMCQ,,14,14,4
20228493,2022,ENGLHL1,,25,31.25,6
20225229,2022,ENGLHL1,,22,27.5,5
20228555,2022,ENGLHL1,,22,27.5,5
20228433,2022,ENGLHL1,,26,32.5,6
20226583,2022,ENGLHL1,,23,28.75,5
20221493,2022,ENGLHL1,,28,35,6
20221490,2022,ENGLHL1,,29,36.25,6
20226454,2022,ENGLHL1,,24,30,5
20226391,2022,ENGLHL1,,30,37.5,6
20226262,2022,ENGLHL1,,28,35,6
20228492,2022,ENGLHL1,,20,25,5
20225082,2022,ENGLHL1,,18,22.5,4
20228555,2022,FRENSL1,,12,10,4
20231567,2022,FRENSL1,,25,20.833,7
20231139,2022,FRENSL1,,21,17.5,6
20228493,2022,HISTHL1,,19,15.833,7
20225229,2022,HISTHL1,,17,14.167,6
20228555,2022,HISTHL1,,15,12.5,5
20228433,2022,HISTHL1,,18,15,6
20226583,2022,HISTHL1,,15,12.5,5
20221493,2022,HISTHL1,,18,15,6
20221490,2022,HISTHL1,,18,15,6
20226454,2022,HISTHL1,,14,11.667,5
20226391,2022,HISTHL1,,19,15.833,7
20226262,2022,HISTHL1,,22,18.333,7
20228492,2022,HISTHL1,,19,15.833,7
20225082,2022,HISTHL1,,13,10.833,5
20228493,2022,MATHSL1,,22,11,5
20225229,2022,MATHSL1,,55,27.5,7
20228555,2022,MATHSL1,,36,18,6
20228433,2022,MATHSL1,,43,21.5,6
20226583,2022,MATHSL1,,44,22,6
20221493,2022,MATHSL1,,48,24,6
20221490,2022,MATHSL1,,31,15.5,5
20226454,2022,MATHSL1,,33,16.5,5
20226391,2022,MATHSL1,,52,26,7
20226262,2022,MATHSL1,,48,24,6
20228492,2022,MATHSL1,,33,16.5,5
20225082,2022,MATHSL1,,19,9.5,4
20228493,2022,PSYCHL1,,26,26.531,6
20225229,2022,PSYCHL1,,9,9.184,4
20228555,2022,PSYCHL1,,25,25.51,6
20228433,2022,PSYCHL1,,24,24.49,6
20226583,2022,PSYCHL1,,19,19.388,5
20221493,2022,PSYCHL1,,15,15.306,4
20221490,2022,PSYCHL1,,27,27.551,6
20226454,2022,PSYCHL1,,15,15.306,4
20226391,2022,PSYCHL1,,23,23.469,6
20226262,2022,PSYCHL1,,24,24.49,6
20228492,2022,PSYCHL1,,20,20.408,5
20225082,2022,PSYCHL1,,7,7.143,3
20228493,2022,SPANSL1,,21,17.5,6
20225229,2022,SPANSL1,,20,16.667,6
20228433,2022,SPANSL1,,8,6.667,4
20226583,2022,SPANSL1,,19,15.833,6
20226454,2022,SPANSL1,,28,23.333,7
20226391,2022,SPANSL1,,11,9.167,5
20231563,2022,SPANSL1,,15,12.5,5
20226262,2022,SPANSL1,,12,10,5
20228492,2022,SPANSL1,,11,9.167,5
20225082,2022,SPANSL1,,12,10,5
20228493,2022,HISTHL3,,23,26.833,7
20225229,2022,HISTHL3,,21,24.5,7
20228555,2022,HISTHL3,,19,22.167,6
20228433,2022,HISTHL3,,17,19.833,5
20226583,2022,HISTHL3,,21,24.5,7
20221493,2022,HISTHL3,,20,23.333,6
20221490,2022,HISTHL3,,20,23.333,6
20226454,2022,HISTHL3,,19,22.167,6
20226391,2022,HISTHL3,,11,12.833,4
20226262,2022,HISTHL3,,19,22.167,6
20228492,2022,HISTHL3,,24,28,7
20225082,2022,HISTHL3,,15,17.5,5
20238707,2022,CHEMSL2,,20,20,4
20238772,2022,CHEMSL2,,2,2,1
20238883,2022,CHEMSL2,,13,13,3
20231367,2022,CHEMSL2,,14,14,3
20238875,2022,CHEMSL2,,,12.812,
20238765,2022,CHEMSL2,,28,28,5
20238795,2022,CHEMSL2,,40,40,7
20238699,2022,CHEMSL2,,5,5,2
20236049,2022,CHEMSL2,,8,8,2
20231567,2022,CHEMSL2,,25,25,5
20231563,2022,CHEMSL2,,17,17,4
20238884,2022,CHEMSL2,,23,23,5
20238695,2022,CHEMSL2,,6,6,2
20236101,2022,CHEMSL2,,10,10,2
20238867,2022,CHEMSL2,,6,6,2
20238824,2022,CHEMSL2,,8,8,2
20231139,2022,CHEMSL2,,18,18,4
20228493,2022,HISTHL2,,10,16.667,6
20225229,2022,HISTHL2,,7,11.667,4
20228555,2022,HISTHL2,,7,11.667,4
20228433,2022,HISTHL2,,4,6.667,3
20226583,2022,HISTHL2,,4,6.667,3
20221493,2022,HISTHL2,,5,8.333,3
20221490,2022,HISTHL2,,11,18.333,6
20226454,2022,HISTHL2,,7,11.667,4
20226391,2022,HISTHL2,,7,11.667,4
20226262,2022,HISTHL2,,3,5,2
20228492,2022,HISTHL2,,7,11.667,4
20225082,2022,HISTHL2,,6,10,4
20228493,2022,MATHSL2,,37,18.5,6
20225229,2022,MATHSL2,,43,21.5,6
20228555,2022,MATHSL2,,30,15,5
20228433,2022,MATHSL2,,41,20.5,6
20226583,2022,MATHSL2,,45,22.5,6
20221493,2022,MATHSL2,,37,18.5,6
20221490,2022,MATHSL2,,48,24,6
20226454,2022,MATHSL2,,29,14.5,5
