LASID,Graduation Year,IBAssessmentID,Raw mark,Moderated mark,Scaled mark,Component grade
20177070,2017,THEOTKPRES,7,6,6,B
20177070,2017,THEOTKPT,,3,6,D
20177127,2017,CHEMSL2,,6,4.8,1
20177127,2017,CHEMSL3,,4,2.286,1
20177127,2017,CHEMSLMCQ,,11,7.333,2
20177127,2017,CHEMSLPRA,11,11,9.167,4
20177127,2017,ENGLHL1,,9,9,4
20177127,2017,ENGLHL2,,16,16,5
20177127,2017,ENGLHLIA,26,24,24,6
20177127,2017,ENGLHLWRI,,19,19,6
20177127,2017,FRENSL1,,24,13.333,5
20177127,2017,FRENSL2,,14,14,4
20177127,2017,FRENSLIA,22,18,18,5
20177127,2017,FRENSLWRI,,15,12.5,5
20177127,2017,HISTHL1,,14,11.667,5
20177127,2017,HISTHL2,,9,7.5,3
20177127,2017,HISTHL3,,19,14.778,4
20177127,2017,HISTHLIA,14,14,11.2,5
20177127,2017,MATHSL1,,20,8.889,2
20177127,2017,MATHSL2,,22,9.778,2
20177127,2017,MATHSLEXP,10,10,10,4
20177142,2017,ENGLHL1,,13,13,5
20177142,2017,ENGLHL2,,16,16,5
20177142,2017,ENGLHLIA,20,18,18,5
20177142,2017,ENGLHLWRI,,15,15,4
20177142,2017,FRENSL1,,12,6.667,2
20177142,2017,FRENSL2,,15,15,5
20177142,2017,FRENSLIA,21,17,17,4
20177142,2017,FRENSLWRI,,17,14.167,5
20177142,2017,HISTHL1,,11,9.167,4
20177142,2017,HISTHL2,,12,10,4
20177142,2017,HISTHL3,,19,14.778,4
20177142,2017,HISTHLIA,11,11,8.8,4
20177142,2017,MATHSL1,,33,14.667,4
20177142,2017,MATHSL2,,40,17.778,4
20177142,2017,MATHSLEXP,8,9,9,4
20177142,2017,PHYSSL2,,3,2.4,1
20177142,2017,PHYSSL3,,4,2.286,2
20177142,2017,PHYSSLMCQ,,8,5.333,2
20177142,2017,PHYSSLPRA,13,13,10.833,4
20177142,2017,THEAHLCP,17,19,14.844,5
20177142,2017,THEAHLDN,,13,8.125,4
20177142,2017,THEAHLTHTR,,14,8.75,4
20177142,2017,THEAHLTHTR,,14,15.313,4
20177142,2017,THEOTKPRES,5,4,4,C
20177142,2017,THEOTKPT,,5,10,C
20177202,2017,CHEMSL2,,13,10.4,2
20177202,2017,CHEMSL3,,11,6.286,3
20177202,2017,CHEMSLMCQ,,18,12,4
20177202,2017,CHEMSLPRA,14,14,11.667,5
20177202,2017,ENGLHL1,,9,9,4
20177202,2017,ENGLHL2,,14,14,5
20177202,2017,ENGLHLIA,20,18,18,5
20177202,2017,ENGLHLWRI,,16,16,5
20177202,2017,HISTHL1,,13,10.833,5
20177202,2017,HISTHL2,,16,13.333,5
20177202,2017,HISTHL3,,19,14.778,4
20177202,2017,HISTHLIA,19,19,15.2,6
20177202,2017,MATHSL1,,44,19.556,5
20177202,2017,MATHSL2,,38,16.889,4
20177202,2017,MATHSLEXP,9,9,9,4
20177202,2017,PSYCHL1,,11,8.37,3
20177202,2017,PSYCHL2,,12,6.818,2
20177202,2017,PSYCHL3,,6,4,3
20177202,2017,PSYCHLIA,18,11,7.857,4
20177202,2017,SPANSL1,,33,18.333,5
20177202,2017,SPANSL2,,21,21,6
20177202,2017,SPANSLIA,25,17,17,4
20177202,2017,SPANSLWRI,,19,15.833,6
20177202,2017,THEOTKPRES,5,4,4,C
20177202,2017,THEOTKPT,,7,14,B
20177271,2017,ENGLHL1,,10,10,4
20177271,2017,ENGLHL2,,13,13,4
20177271,2017,ENGLHLIA,24,22,22,6
20177271,2017,ENGLHLWRI,,17,17,5
20177271,2017,FRENSL1,,21,11.667,4
20177271,2017,FRENSL2,,10,10,3
20177271,2017,FRENSLIA,17,12,12,3
20177271,2017,FRENSLWRI,,16,13.333,5
20177271,2017,HISTHL1,,14,11.667,5
20177271,2017,HISTHL2,,16,13.333,5
20177271,2017,HISTHL3,,31,24.111,6
20177271,2017,HISTHLIA,20,20,16,7
20177271,2017,MATHSL1,,58,25.778,6
20177271,2017,MATHSL2,,34,15.111,3
20177271,2017,MATHSLEXP,16,13,13,5
20177271,2017,PHYSSL2,,13,10.4,3
20177271,2017,PHYSSL3,,8,4.571,3
20177271,2017,PHYSSLMCQ,,8,5.333,2
20177271,2017,PHYSSLPRA,18,16,13.333,5
20177271,2017,PSYCHL1,,18,13.696,5
20177271,2017,PSYCHL2,,25,14.205,5
20177271,2017,PSYCHL3,,9,6,4
20177271,2017,PSYCHLIA,16,10,7.143,4
20177271,2017,THEOTKPRES,6,5,5,C
20177271,2017,THEOTKPT,,5,10,C
20177406,2017,ENGLHL1,,11,11,4
20177406,2017,ENGLHL2,,9,9,3
20177406,2017,ENGLHLIA,22,20,20,5
20177406,2017,ENGLHLWRI,,15,15,4
20177406,2017,HISTHL1,,11,9.167,4
20177406,2017,HISTHL2,,10,8.333,3
20177406,2017,HISTHL3,,21,16.333,5
20177406,2017,HISTHLIA,21,21,16.8,7
20177406,2017,MATHSL1,,45,20,5
20177406,2017,MATHSL2,,44,19.556,4
20177406,2017,MATHSLEXP,5,7,7,3
20177406,2017,PHYSSL2,,12,9.6,3
20177406,2017,PHYSSL3,,3,1.714,1
20177406,2017,PHYSSLMCQ,,14,9.333,5
20177406,2017,PHYSSLPRA,20,17,14.167,6
20177406,2017,PSYCHL1,,9,6.848,3
20177406,2017,PSYCHL2,,21,11.932,4
20177406,2017,PSYCHL3,,7,4.667,3
20177406,2017,PSYCHLIA,16,10,7.143,4
20177406,2017,SPANSL1,,28,15.556,4
20177406,2017,SPANSL2,,17,17,5
20177406,2017,SPANSLIA,26,17,17,4
20177406,2017,SPANSLWRI,,17,14.167,5
20177406,2017,THEOTKPRES,8,6,6,B
20177406,2017,THEOTKPT,,5,10,C
20177589,2017,CHEMSL2,,10,8,2
20177589,2017,CHEMSL3,,8,4.571,2
20177589,2017,CHEMSLMCQ,,17,11.333,4
20177589,2017,CHEMSLPRA,13,13,10.833,4
20177589,2017,ENGLHL1,,9,9,4
20177589,2017,ENGLHL2,,12,12,4
20177589,2017,ENGLHLIA,16,15,15,4
20177589,2017,ENGLHLWRI,,15,15,4
20177589,2017,HISTHL1,,8,6.667,3
20177589,2017,HISTHL2,,12,10,4
20177589,2017,HISTHL3,,19,14.778,4
20177589,2017,HISTHLIA,15,15,12,5
20177589,2017,MATHSL1,,32,14.222,4
20177589,2017,MATHSL2,,29,12.889,3
20177589,2017,MATHSLEXP,7,8,8,3
20177589,2017,PSYCHL1,,9,6.848,3
20177589,2017,PSYCHL2,,11,6.25,2
20177589,2017,PSYCHL3,,3,2,2
20177589,2017,PSYCHLIA,10,8,5.714,3
20177589,2017,SPANSL1,,12,6.667,3
20177589,2017,SPANSL2,,13,13,4
20177589,2017,SPANSLIA,17,13,13,4
20177589,2017,SPANSLWRI,,13,10.833,4
20177589,2017,THEOTKPRES,5,4,4,C
20177589,2017,THEOTKPT,,2,4,D
20181104,2018,CHEMSLMCQ,,9,6,2
20181104,2018,ENGLHL1,,14,14,6
20181104,2018,ENGLHL2,,20,20,7
20181104,2018,ENGLHLIA,26,26,26,7
20181104,2018,ENGLHLWRI,,10,10,3
20181104,2018,ENGLHLWRI,,19,15.833,6
20181104,2018,FRENSL1,,20,11.111,3
20181104,2018,FRENSL2,,18,18,5
20181104,2018,FRENSLIA,22,19,19,5
20181104,2018,HISTHL1,,21,17.5,7
20181104,2018,HISTHL2,,12,10,4
20181104,2018,HISTHL3,,22,17.111,5
20181104,2018,HISTHLIA,21,21,16.8,7
20181104,2018,MATHSL1,,61,27.111,6
20181104,2018,MATHSL2,,53,23.556,5
20181104,2018,MATHSLEXP,16,16,16,6
20181104,2018,PHYSSL2,,17,13.6,4
20181104,2018,PHYSSL3,,23,13.143,7
20181104,2018,PHYSSLPRA,12,12,10,4
20181104,2018,PSYCHL1,,23,17.5,6
20181104,2018,PSYCHL2,,32,18.182,6
20181104,2018,PSYCHL3,,11,7.333,5
20181104,2018,PSYCHLIA,21,17,12.143,5
20181104,2018,THEOTKPRES,5,5,5,C
20181104,2018,THEOTKPT,,4,8,C
20181194,2018,CHEMSLMCQ,,9,6,2
20181194,2018,ENGLHL1,,9,9,4
20181194,2018,ENGLHL2,,16,16,5
20181194,2018,ENGLHLIA,23,23,23,6
20181194,2018,ENGLHLWRI,,13,13,4
20181194,2018,ENGLHLWRI,,22,18.333,7
20181194,2018,HISTHL1,,19,15.833,7
20181194,2018,HISTHL2,,10,8.333,3
20181194,2018,HISTHL3,,24,18.667,5
20181194,2018,HISTHLIA,13,13,10.4,5
20181194,2018,MATHSL1,,65,28.889,7
20181194,2018,MATHSL2,,48,21.333,5
20181194,2018,MATHSLEXP,15,15,15,6
20181194,2018,PHYSSL2,,10,8,3
20181194,2018,PHYSSL3,,11,6.286,4
20181194,2018,PHYSSLPRA,13,13,10.833,4
20181194,2018,PSYCHL1,,20,15.217,5
20181194,2018,PSYCHL2,,27,15.341,5
20181194,2018,PSYCHL3,,9,6,4
20181194,2018,PSYCHLIA,23,18,12.857,6
20181194,2018,SPANSL1,,33,18.333,5
20181194,2018,SPANSL2,,16,16,5
20181194,2018,SPANSLIA,22,22,22,6
20181194,2018,THEOTKPRES,5,5,5,C
20181194,2018,THEOTKPT,,3,6,D
20181238,2018,CHEMSLMCQ,,6,4,1
20181238,2018,ENGLHL1,,10,10,4
20181238,2018,ENGLHL2,,12,12,4
20181238,2018,ENGLHLIA,20,20,20,5
20181238,2018,ENGLHLWRI,,12,12,3
20181238,2018,ENGLHLWRI,,19,15.833,6
20181238,2018,HISTHL1,,11,9.167,4
20181238,2018,HISTHL2,,9,7.5,3
20181238,2018,HISTHL3,,29,22.556,6
20181238,2018,HISTHLIA,14,14,11.2,5
20181238,2018,MATHSL1,,33,14.667,4
20181238,2018,MATHSL2,,26,11.556,2
20181238,2018,MATHSLEXP,6,6,6,3
20181238,2018,PHYSSL2,,7,5.6,2
20181238,2018,PHYSSL3,,5,2.857,2
20181238,2018,PHYSSLPRA,11,11,9.167,4
20181238,2018,PSYCHL1,,14,10.652,4
20181238,2018,PSYCHL2,,25,14.205,5
20181238,2018,PSYCHL3,,2,1.333,2
20181238,2018,PSYCHLIA,20,16,11.429,5
20181238,2018,SPANSL1,,28,15.556,4
20181238,2018,SPANSL2,,17,17,6
20181238,2018,SPANSLIA,20,20,20,5
20181238,2018,THEOTKPRES,3,3,3,D
20181238,2018,THEOTKPT,,3,6,D
20181352,2018,CHEMSLMCQ,,9,6,2
20181352,2018,ENGLHL1,,8,8,3
20181352,2018,ENGLHL2,,18,18,6
20181352,2018,ENGLHLIA,20,20,20,5
20181352,2018,ENGLHLWRI,,12,12,3
20181352,2018,ENGLHLWRI,,16,13.333,5
20181352,2018,HISTHL1,,17,14.167,6
20181352,2018,HISTHL2,,11,9.167,4
20181352,2018,HISTHL3,,22,17.111,5
20181352,2018,HISTHLIA,7,7,5.6,3
20181352,2018,MATHSL1,,39,17.333,4
20181352,2018,MATHSL2,,22,9.778,2
20181352,2018,MATHSLEXP,7,7,7,3
20181352,2018,PHYSSL2,,10,8,3
20181352,2018,PHYSSL2,,12,6.818,3
20181352,2018,PHYSSL3,,10,5.714,3
20181352,2018,PHYSSLPRA,12,12,10,4
20181352,2018,PSYCHL1,,13,9.891,4
20181352,2018,PSYCHL3,,9,6,4
20181352,2018,PSYCHLIA,18,15,10.714,5
20181352,2018,SPANSL1,,28,15.556,4
20181352,2018,SPANSL2,,15,15,5
20181352,2018,SPANSLIA,20,20,20,5
20181352,2018,THEOTKPRES,4,4,4,C
20181352,2018,THEOTKPT,,6,12,B
20181546,2018,CHEMSLMCQ,,9,6,2
20181546,2018,ENGLHL1,,17,17,7
20181546,2018,ENGLHL2,,16,16,5
20181546,2018,ENGLHLIA,27,27,27,7
20181546,2018,ENGLHLWRI,,17,17,5
20181546,2018,ENGLHLWRI,,17,14.167,5
20181546,2018,FRENSL1,,29,16.111,5
20181546,2018,FRENSL2,,14,14,4
20181546,2018,FRENSLIA,25,20,20,5
20181546,2018,HISTHL1,,18,15,6
20181546,2018,HISTHL2,,14,11.667,4
20181546,2018,HISTHL3,,36,28,7
20181546,2018,HISTHLIA,19,19,15.2,6
20181546,2018,MATHSL1,,61,27.111,6
20181546,2018,MATHSL2,,43,19.111,4
20181546,2018,MATHSLEXP,13,13,13,5
20181546,2018,PHYSSL2,,13,10.4,3
20181546,2018,PHYSSL3,,14,8,4
20181546,2018,PHYSSLPRA,15,15,12.5,5
20181546,2018,PSYCHL1,,19,14.457,5
20181546,2018,PSYCHL2,,21,11.932,4
20181546,2018,PSYCHL3,,6,4,3
20181546,2018,PSYCHLIA,24,19,13.571,6
20181546,2018,THEOTKPRES,7,7,7,B
20181546,2018,THEOTKPT,,8,16,A
20185248,2018,CHEMSLMCQ,,14,9.333,5
20185248,2018,ENGLHL1,,12,12,5
20185248,2018,ENGLHL2,,15,15,5
20185248,2018,ENGLHLIA,18,18,18,5
20185248,2018,ENGLHLWRI,,23,23,7
20185248,2018,ENGLHLWRI,,14,11.667,4
20185248,2018,HISTHL1,,12,10,4
20185248,2018,HISTHL2,,2,1.667,1
20185248,2018,HISTHL3,,24,18.667,5
20185248,2018,HISTHLIA,20,20,16,7
20185248,2018,MATHSL1,,71,31.556,7
20185248,2018,MATHSL2,,76,33.778,7
20185248,2018,MATHSLEXP,15,15,15,6
20185248,2018,PHYSSL2,,18,14.4,4
20185248,2018,PHYSSL3,,12,6.857,4
20185248,2018,PHYSSLPRA,21,21,17.5,7
20185248,2018,PSYCHL1,,34,25.87,7
20185248,2018,PSYCHL2,,34,19.318,7
20185248,2018,PSYCHL3,,9,6,4
20185248,2018,PSYCHLIA,25,20,14.286,6
20185248,2018,SPANSL1,,27,15,4
20185248,2018,SPANSL2,,17,17,6
20185248,2018,SPANSLIA,16,16,16,4
20185248,2018,THEOTKPRES,7,7,7,B
20185248,2018,THEOTKPT,,5,10,C
20186056,2018,CHEMSLMCQ,,12,8,4
20186056,2018,ENGLHL1,,13,13,5
20186056,2018,ENGLHL2,,13,13,4
20186056,2018,ENGLHLIA,25,25,25,6
20186056,2018,ENGLHLWRI,,19,19,6
20186056,2018,ENGLHLWRI,,23,19.167,7
20186056,2018,HISTHL1,,16,13.333,6
20186056,2018,HISTHL2,,12,10,4
20186056,2018,HISTHL3,,32,24.889,7
20186056,2018,HISTHLIA,21,21,16.8,7
20186056,2018,MATHSL1,,81,36,7
20186056,2018,MATHSL2,,72,32,7
20186056,2018,MATHSLEXP,13,13,13,5
20186056,2018,PHYSSL2,,26,20.8,5
20186056,2018,PHYSSL3,,20,11.429,6
20186056,2018,PHYSSLPRA,20,20,16.667,7
20186056,2018,PSYCHL1,,23,17.5,6
20186056,2018,PSYCHL2,,27,15.341,5
20186056,2018,PSYCHL3,,10,6.667,5
20186056,2018,PSYCHLIA,24,19,13.571,6
20186056,2018,SPANSL1,,38,21.111,6
20186056,2018,SPANSL2,,19,19,6
20186056,2018,SPANSLIA,25,25,25,6
20186056,2018,THEOTKPRES,6,6,6,B
20186056,2018,THEOTKPT,,8,16,A
20186138,2018,CHEMSLMCQ,,7,4.667,1
20186138,2018,ENGLHL1,,9,9,4
20186138,2018,ENGLHL2,,22,22,7
20186138,2018,ENGLHLIA,22,22,22,6
20186138,2018,ENGLHLWRI,,17,17,5
20186138,2018,ENGLHLWRI,,16,13.333,5
20186138,2018,HISTHL1,,10,8.333,4
20186138,2018,HISTHL2,,11,9.167,4
20186138,2018,HISTHL3,,24,18.667,5
20186138,2018,HISTHLIA,12,12,9.6,4
20186138,2018,MATHSL1,,45,20,5
20186138,2018,MATHSL2,,31,13.778,3
20186138,2018,MATHSLEXP,8,8,8,3
20186138,2018,PHYSSL2,,8,6.4,2
20186138,2018,PHYSSL3,,9,5.143,3
20186138,2018,PHYSSLPRA,12,12,10,4
20186138,2018,SPANSL1,,22,12.222,3
20186138,2018,SPANSL2,,10,10,4
20186138,2018,SPANSLIA,19,19,19,5
20186138,2018,THEAHLCP,20,20,15.625,5
20186138,2018,THEAHLDN,,12,7.5,4
20186138,2018,THEAHLTHTR,,11,6.875,4
20186138,2018,THEAHLTHTR,,18,19.688,5
20186138,2018,THEOTKPRES,5,5,5,C
20186138,2018,THEOTKPT,,5,10,C
20186160,2018,CHEMSL2,,4,3.2,1
20186160,2018,CHEMSL3,,2,1.143,1
20186160,2018,CHEMSLMCQ,,9,6,2
20186160,2018,CHEMSLPRA,11,8,6.667,3
20186216,2018,CHEMSLMCQ,,4,2.667,1
20186216,2018,ENGLHL1,,12,12,5
20186216,2018,ENGLHL2,,19,19,7
20186216,2018,ENGLHLIA,23,23,23,6
20186216,2018,ENGLHLWRI,,16,16,5
20186216,2018,ENGLHLWRI,,19,15.833,6
20186216,2018,HISTHL1,,14,11.667,5
20186216,2018,HISTHL2,,9,7.5,3
20186216,2018,HISTHL3,,29,22.556,6
20186216,2018,HISTHLIA,15,15,12,5
20186216,2018,MATHSL1,,43,19.111,4
20186216,2018,MATHSL2,,32,14.222,3
20186216,2018,MATHSLEXP,5,5,5,2
20186216,2018,PHYSSL2,,6,4.8,2
20186216,2018,PHYSSL3,,7,4,2
20186216,2018,PHYSSLPRA,10,10,8.333,3
20186216,2018,PSYCHL1,,16,12.174,4
20186216,2018,PSYCHL2,,23,13.068,5
20186216,2018,PSYCHL3,,5,3.333,3
20186216,2018,PSYCHLIA,16,13,9.286,4
20186216,2018,SPANSL1,,23,12.778,3
20186216,2018,SPANSL2,,15,15,5
20186216,2018,SPANSLIA,20,20,20,5
20186216,2018,THEOTKPRES,5,5,5,C
20186216,2018,THEOTKPT,,6,12,B
20187505,2018,CHEMSLMCQ,,8,5.333,2
20187505,2018,ENGLHL1,,9,9,4
20187505,2018,ENGLHL2,,13,13,4
20187505,2018,ENGLHLIA,12,12,12,3
20187505,2018,ENGLHLWRI,,9,9,2
20187505,2018,ENGLHLWRI,,17,14.167,5
20187505,2018,HISTHL1,,10,8.333,4
20187505,2018,HISTHL2,,4,3.333,2
20187505,2018,HISTHL3,,17,13.222,4
20187505,2018,HISTHLIA,8,8,6.4,3
20187505,2018,MATHSL1,,31,13.778,3
20187505,2018,MATHSL2,,26,11.556,2
20187505,2018,MATHSLEXP,5,5,5,2
20187505,2018,PHYSSL2,,6,4.8,2
20187505,2018,PHYSSL3,,4,2.286,2
20187505,2018,PHYSSLPRA,6,6,5,2
20187505,2018,PSYCHL1,,9,6.848,3
20187505,2018,PSYCHL2,,11,6.25,2
20187505,2018,PSYCHL3,,5,3.333,3
20187505,2018,PSYCHLIA,14,12,8.571,4
20187505,2018,SPANSL1,,25,13.889,4
20187505,2018,SPANSL2,,11,11,4
20187505,2018,SPANSLIA,17,17,17,4
20187505,2018,THEOTKPRES,3,3,3,D
20187505,2018,THEOTKPT,,3,6,D
20187512,2018,CHEMSL2,,17,13.6,3
20187512,2018,CHEMSL3,,15,8.571,5
20187512,2018,CHEMSLMCQ,,14,9.333,3
20187512,2018,CHEMSLPRA,16,12,10,4
20187512,2018,ENGLHL1,,10,10,4
20187512,2018,ENGLHL2,,15,15,5
20187512,2018,ENGLHLIA,23,23,23,6
20187512,2018,ENGLHLWRI,,16,16,5
20187512,2018,ENGLHLWRI,,21,17.5,7
20187512,2018,HISTHL1,,18,15,6
20187512,2018,HISTHL2,,15,12.5,5
20187512,2018,HISTHL3,,29,22.556,6
20187512,2018,HISTHLIA,13,13,10.4,5
20187512,2018,MATHSL1,,60,26.667,6
20187512,2018,MATHSL2,,52,23.111,5
20187512,2018,MATHSLEXP,9,9,9,4
20187512,2018,PSYCHL1,,16,12.174,4
20187512,2018,PSYCHL2,,22,12.5,4
20187512,2018,PSYCHL3,,16,10.667,6
20187512,2018,PSYCHLIA,22,18,12.857,6
20187512,2018,SPANSL1,,26,14.444,4
20187512,2018,SPANSL2,,17,17,6
20187512,2018,SPANSLIA,24,24,24,6
20187512,2018,THEOTKPRES,5,5,5,C
20187512,2018,THEOTKPT,,4,8,C
20187517,2018,CHEMSL2,,16,12.8,3
20187517,2018,CHEMSL3,,11,6.286,4
20187517,2018,CHEMSLMCQ,,16,10.667,4
20187517,2018,CHEMSLPRA,18,13,10.833,4
20187517,2018,ENGLHL1,,14,14,6
20187517,2018,ENGLHL2,,20,20,7
20187517,2018,ENGLHLIA,28,28,28,7
20187517,2018,ENGLHLWRI,,22,22,7
20187517,2018,ENGLHLWRI,,24,20,7
20187517,2018,HISTHL1,,21,17.5,7
20187517,2018,HISTHL2,,10,8.333,3
20187517,2018,HISTHL3,,29,22.556,6
20187517,2018,HISTHLIA,16,16,12.8,6
20187517,2018,MATHSL1,,46,20.444,5
20187517,2018,MATHSL2,,35,15.556,3
20187517,2018,MATHSLEXP,12,12,12,5
20187517,2018,PSYCHL1,,24,18.261,6
20187517,2018,PSYCHL2,,29,16.477,6
20187517,2018,PSYCHL3,,11,7.333,5
20187517,2018,PSYCHLIA,23,18,12.857,6
20187517,2018,SPANSL1,,30,16.667,5
20187517,2018,SPANSL2,,13,13,4
20187517,2018,SPANSLIA,26,26,26,6
20187517,2018,THEOTKPRES,6,6,6,B
20187517,2018,THEOTKPT,,1,2,E
20187528,2018,CHEMSL2,,16,12.8,3
20187528,2018,CHEMSL3,,8,4.571,2
20187528,2018,CHEMSLMCQ,,15,10,3
20187528,2018,CHEMSLPRA,13,9,7.5,3
20187528,2018,ENGLHL1,,10,10,4
20187528,2018,ENGLHL2,,20,20,7
20187528,2018,ENGLHLIA,27,27,27,7
20187528,2018,ENGLHLWRI,,20,20,6
20187528,2018,ENGLHLWRI,,20,16.667,6
20187528,2018,HISTHL1,,15,12.5,5
20187528,2018,HISTHL2,,16,13.333,5
20187528,2018,HISTHL3,,36,28,7
20187528,2018,HISTHLIA,12,12,9.6,4
20187528,2018,MATHSL1,,41,18.222,4
20187528,2018,MATHSL2,,34,15.111,3
20187528,2018,MATHSLEXP,12,12,12,5
20187528,2018,PSYCHL1,,18,13.696,5
20187528,2018,PSYCHL2,,13,7.386,3
20187528,2018,PSYCHL3,,11,7.333,5
20187528,2018,PSYCHLIA,21,17,12.143,5
20187528,2018,SPANSL1,,29,16.111,5
20187528,2018,SPANSL2,,15,15,5
20187528,2018,SPANSLIA,24,24,24,6
20187528,2018,THEOTKPRES,5,5,5,C
20187528,2018,THEOTKPT,,5,10,C
20190734,2019,CHEMSL2,,23,18.4,4
20190734,2019,CHEMSL3,,12,6.857,3
20190734,2019,CHEMSLMCQ,,14,9.333,4
20190734,2019,CHEMSLPRA,16,11,9.167,4
20190734,2019,ENGLHL1,,9,9,4
20190734,2019,ENGLHL2,,16,16,6
20190734,2019,ENGLHLIA,24,22,22,6
20190734,2019,ENGLHLWRI,,23,23,7
20190734,2019,FRENSL1,,17,9.444,3
20190734,2019,FRENSL2,,16,16,5
20190734,2019,FRENSLIA,21,14,14,4
20190734,2019,FRENSLWRI,,13,10.833,4
20190734,2019,HISTHL1,,18,15,7
20190734,2019,HISTHL2,,16,13.333,5
20190734,2019,HISTHL3,,29,22.556,6
20190734,2019,HISTHLIA,20,14,11.2,5
20190734,2019,MATHEMATICS,,55,24.444,6
20190734,2019,MATHSL2,,62,27.556,6
20190734,2019,MATHSLEXP,15,15,15,6
20190734,2019,PSYCHL1,,20,16.327,5
20190734,2019,PSYCHL2,,20,9.091,4
20190734,2019,PSYCHL3,,10,8.333,4
20190734,2019,PSYCHLIA,15,11,10,4
20190734,2019,THEOTKPRES,7,5,5,C
20190734,2019,THEOTKPT,,6,12,B
20190736,2019,ENGLHL1,,15,15,6
20190736,2019,ENGLHL2,,16,16,6
20190736,2019,ENGLHLIA,24,22,22,6
20190736,2019,ENGLHLWRI,,16,16,5
20190736,2019,HISTHL1,,15,12.5,6
20190736,2019,HISTHL2,,11,9.167,4
20190736,2019,HISTHL3,,24,18.667,5
20190736,2019,HISTHLIA,21,15,12,5
20190736,2019,MATHSL1,,68,30.222,7
20190736,2019,MATHSL2,,69,30.667,6
20190736,2019,MATHSLEXP,11,11,11,4
20190736,2019,PHYSSL2,,24,19.2,6
20190736,2019,PHYSSL3,,23,13.143,6
20190736,2019,PHYSSLMCQ,,15,10,5
20190736,2019,PHYSSLPRA,14,14,11.667,5
20190736,2019,PSYCHL1,,27,22.041,6
20190736,2019,PSYCHL2,,25,11.364,4
20190736,2019,PSYCHL3,,13,10.833,5
20190736,2019,PSYCHLIA,15,11,10,4
20190736,2019,SPANSL1,,34,18.889,5
20190736,2019,SPANSL2,,23,23,7
20190736,2019,SPANSLIA,28,28,28,7
20190736,2019,SPANSLWRI,,22,18.333,7
20190736,2019,THEOTKPRES,7,5,5,C
20190736,2019,THEOTKPT,,8,16,A
20190764,2019,CHEMSL2,,22,17.6,4
20190764,2019,CHEMSL3,,12,6.857,3
20190764,2019,CHEMSLMCQ,,9,6,2
20190764,2019,CHEMSLPRA,19,13,10.833,4
20190764,2019,ENGLHL1,,16,16,6
20190764,2019,ENGLHL2,,23,23,7
20190764,2019,ENGLHLIA,29,25,25,6
20190764,2019,ENGLHLWRI,,20,20,6
20190764,2019,HISTHL1,,12,10,5
20190764,2019,HISTHL2,,11,9.167,4
20190764,2019,HISTHL3,,33,25.667,7
20190764,2019,HISTHLIA,20,14,11.2,5
20190764,2019,MATHSL1,,54,24,5
20190764,2019,MATHSL2,,58,25.778,5
20190764,2019,MATHSLEXP,15,15,15,6
20190764,2019,PSYCHL1,,14,11.429,4
20190764,2019,PSYCHL2,,30,13.636,5
20190764,2019,PSYCHL3,,12,10,4
20190764,2019,PSYCHLIA,13,10,9.091,4
20190764,2019,SPANSL1,,32,17.778,5
20190764,2019,SPANSL2,,19,19,6
20190764,2019,SPANSLIA,25,25,25,6
20190764,2019,SPANSLWRI,,13,10.833,4
20190764,2019,THEOTKPRES,7,5,5,C
20190764,2019,THEOTKPT,,5,10,C
20193143,2019,CHEMSL2,,15,12,3
20193143,2019,CHEMSL3,,6,3.429,2
20193143,2019,CHEMSLMCQ,,15,10,4
20193143,2019,CHEMSLPRA,14,10,8.333,3
20193143,2019,ENGLHL1,,16,16,6
20193143,2019,ENGLHL2,,18,18,7
20193143,2019,ENGLHLIA,21,20,20,5
20193143,2019,ENGLHLWRI,,12,12,3
20193143,2019,HISTHL1,,14,11.667,5
20193143,2019,HISTHL2,,9,7.5,3
20193143,2019,HISTHL3,,22,17.111,5
20193143,2019,HISTHLIA,10,9,7.2,4
20193143,2019,MATHSL1,,41,18.222,4
20193143,2019,MATHSL2,,40,17.778,4
20193143,2019,MATHSLEXP,6,6,6,3
20193143,2019,PSYCHL1,,23,18.776,5
20193143,2019,PSYCHL2,,20,9.091,4
20193143,2019,PSYCHL3,,10,8.333,4
20193143,2019,PSYCHLIA,16,11,10,4
20193143,2019,SPANSL1,,22,12.222,3
20193143,2019,SPANSL2,,11,11,4
20193143,2019,SPANSLIA,20,20,20,5
20193143,2019,SPANSLWRI,,19,15.833,6
20193143,2019,THEOTKPRES,6,4,4,C
20193143,2019,THEOTKPT,,6,12,B
20194076,2019,CHEMSL2,,28,22.4,5
20194076,2019,CHEMSL3,,9,5.143,2
20194076,2019,CHEMSLMCQ,,18,12,5
20194076,2019,CHEMSLPRA,14,10,8.333,3
20194076,2019,ENGLHL1,,16,16,6
20194076,2019,ENGLHL2,,15,15,5
20194076,2019,ENGLHLIA,21,20,20,5
20194076,2019,ENGLHLWRI,,12,12,3
20194076,2019,HISTHL1,,15,12.5,6
20194076,2019,HISTHL2,,14,11.667,4
20194076,2019,HISTHL3,,39,30.333,7
20194076,2019,HISTHLIA,19,14,11.2,5
20194076,2019,MATHSL1,,47,20.889,5
20194076,2019,MATHSL2,,44,19.556,4
20194076,2019,MATHSLEXP,9,9,9,4
20194076,2019,PSYCHL1,,30,24.49,6
